county,cases,deaths
Miami-Dade,869,2
Monroe,19,0
Nassau,6,0
Okaloosa,25,0
Orange,174,4
Osceola,56,0
Palm Beach,241,5
Pasco,25,1
Pinellas,82,1
Polk,28,0
Putnam,12,0
Santa Rosa,13,1
Sarasota,43,2
Seminole,54,0
St. Johns,42,2
St. Lucie,17,1
Sumter,29,0
Suwannee,1,0
Unknown,1,0
Volusia,43,0
Walton,14,0
Washington,1,0
Baker,1,1
Baldwin,2,0
Barrow,7,1
Bartow,107,1
Ben Hill,2,0
Bibb,11,0
Bryan,5,0
Burke,3,0
Butts,3,0
Calhoun,2,0
Camden,2,0
Carroll,61,0
Catoosa,1,0
Charlton,1,0
Chatham,15,0
Chattahoochee,1,0
Chattooga,1,0
Cherokee,50,1
Clarke,34,2
Clayton,53,1
Clinch,1,0
Cobb,163,5
Coffee,3,0
Colquitt,5,0
Columbia,10,0
Coweta,19,2
Crisp,4,0
Dawson,2,0
DeKalb,219,2
Decatur,3,0
Dodge,1,0
Dougherty,203,12
Douglas,32,1
Early,13,1
Effingham,4,0
Fannin,3,0
Fayette,22,2
Floyd,26,1
Forsyth,21,1
Franklin,1,0
Fulton,347,12
Glynn,7,0
Gordon,12,1
Greene,1,0
Gwinnett,121,1
Habersham,1,0
Hall,30,0
Haralson,1,0
Harris,1,0
Hart,1,0
Heard,1,1
Henry,44,1
Houston,10,1
Irwin,3,0
Jackson,2,0
Jasper,2,0
Jones,2,0
Lamar,3,0
Laurens,7,0
Lee,37,1
Liberty,1,0
Lincoln,3,0
Long,1,0
Lowndes,20,1
Lumpkin,4,0
Macon,1,0
Madison,3,0
McDuffie,1,0
Meriwether,3,0
Miller,3,0
Mitchell,14,0
Monroe,3,0
Morgan,1,0
Muscogee,8,0
Newton,15,0
Oconee,10,0
Paulding,13,0
Peach,6,0
Pickens,4,1
Pierce,1,0
Polk,10,0
Pulaski,2,0
Randolph,3,0
Richmond,11,0
Rockdale,16,1
Seminole,2,0
Spalding,11,0
Stephens,2,0
Sumter,10,0
Tattnall,2,0
Taylor,1,0
Terrell,6,2
Thomas,3,0
Tift,13,0
Toombs,1,0
Troup,11,1
Turner,2,0
Twiggs,2,0
Unknown,217,5
Upson,2,0
Ware,2,0
Washington,2,0
White,1,0
Whitfield,6,0
Wilkes,1,0
Worth,7,1
Unknown,53,1
Hawaii,7,0
Honolulu,87,0
Kauai,5,0
Maui,16,0
Unknown,5,0
Ada,76,0
Bannock,3,0
Bingham,1,0
Blaine,99,2
Canyon,23,1
Cassia,1,0
Custer,1,0
Fremont,1,0
Gem,1,0
Idaho,1,0
Jefferson,2,0
Kootenai,11,0
Madison,2,0
Nez Perce,4,1
Payette,1,0
Teton,2,0
Twin Falls,2,0
Unknown,1,0
Valley,1,0
Adams,1,0
Bureau,1,0
Champaign,10,0
Christian,1,0
Clinton,5,0
Cook,2239,20
Cumberland,1,0
DeKalb,4,0
Douglas,1,0
DuPage,199,6
Franklin,1,0
Grundy,2,0
Henry,1,0
Iroquois,1,0
Jackson,1,0
Jo Daviess,1,0
Kane,77,2
Kankakee,17,0
Kendall,8,0
LaSalle,3,0
Lake,230,2
Livingston,2,0
Madison,8,0
Marshall,1,0
McHenry,45,1
McLean,10,1
Monroe,3,0
Morgan,1,0
Peoria,6,0
Rock Island,4,0
Sangamon,7,1
St. Clair,15,1
Stephenson,2,0
Tazewell,2,0
Unknown,58,0
Washington,1,0
Whiteside,2,0
Will,104,3
Williamson,1,0
Winnebago,8,0
Woodford,3,0
Adams,1,0
Allen,21,1
Bartholomew,6,0
Boone,7,0
Brown,2,0
Carroll,1,0
Clark,12,0
Clinton,1,0
DeKalb,1,0
Dearborn,4,1
Decatur,26,0
Delaware,8,1
Dubois,1,0
Elkhart,9,0
Fayette,3,0
Floyd,11,0
Fountain,1,0
Franklin,22,1
Fulton,1,0
Gibson,3,0
Grant,5,0
Hamilton,53,0
Hancock,14,1
Harrison,4,0
Hendricks,28,2
Henry,1,0
Howard,7,1
Huntington,1,0
Jackson,4,0
Jasper,4,1
Jennings,5,0
Johnson,42,3
Kosciusko,1,0
LaGrange,2,0
LaPorte,2,0
Lake,47,0
Lawrence,5,0
Madison,7,1
Marion,484,8
Marshall,4,0
Miami,1,0
Monroe,9,0
Montgomery,3,0
Morgan,10,0
Noble,1,0
Ohio,1,0
Orange,1,0
Owen,5,0
Porter,6,0
Posey,1,0
Putnam,2,1
Randolph,1,0
Ripley,14,0
Rush,3,0
Scott,1,1
Shelby,6,0
St. Joseph,27,1
Starke,1,0
Sullivan,1,0
Tippecanoe,8,1
Tipton,2,0
Vanderburgh,6,0
Vigo,4,1
Warren,1,0
Warrick,3,0
Washington,4,0
Wayne,1,0
Wells,1,0
Whitley,1,0
Adair,1,0
Allamakee,7,1
Appanoose,1,0
Benton,3,0
Black Hawk,7,0
Buchanan,1,0
Butler,1,0
Carroll,1,0
Cedar,5,0
Cerro Gordo,3,0
Clayton,1,0
Clinton,1,0
Dallas,9,0
Des Moines,1,0
Dickinson,1,0
Dubuque,8,1
Fayette,1,0
Hancock,3,0
Hardin,1,0
Harrison,7,0
Henry,2,0
Iowa,1,0
Jasper,2,0
Johnson,58,0
Kossuth,1,0
Linn,22,0
Mahaska,2,0
Marshall,1,0
Monona,2,0
Montgomery,1,0
Muscatine,8,0
Page,2,0
Polk,28,0
Pottawattamie,3,0
Poweshiek,4,1
Scott,7,0
Sioux,2,0
Story,2,0
Tama,5,0
Wapello,1,0
Warren,1,0
Washington,11,0
Webster,1,0
Winneshiek,2,0
Woodbury,3,0
Wright,1,0
Bourbon,3,0
Butler,3,0
Cherokee,2,0
Clay,1,0
Coffey,1,0
Crawford,3,0
Doniphan,1,0
Douglas,18,0
Ford,1,0
Franklin,2,0
Gove,1,0
Harvey,1,0
Jackson,1,0
Jefferson,1,0
Johnson,66,1
Leavenworth,12,0
Linn,4,0
Lyon,5,0
McPherson,1,0
Mitchell,3,0
Morris,2,0
Neosho,1,0
Osage,1,0
Ottawa,1,0
Pottawatomie,1,0
Reno,5,0
Riley,2,0
Sedgwick,20,0
Shawnee,5,0
Sumner,1,0
Woodson,1,0
Wyandotte,43,3
Allen,1,0
Anderson,2,1
Boone,3,0
Bourbon,2,1
Breathitt,2,0
Bullitt,2,0
Calloway,2,0
Campbell,2,0
Christian,6,0
Clark,5,0
Daviess,15,0
Fayette,37,1
Franklin,3,0
Grayson,2,0
Hardin,5,0
Harrison,11,0
Henderson,5,0
Hopkins,1,1
Jefferson,76,4
Jessamine,10,0
Kenton,15,0
Larue,1,0
Laurel,1,0
Logan,2,0
Lyon,1,0
Madison,5,0
Martin,1,0
Mason,1,0
McCracken,2,0
McCreary,1,0
Menifee,2,0
Mercer,1,0
Montgomery,2,0
Muhlenberg,2,0
Nelson,2,0
Oldham,3,0
Pulaski,7,0
Scott,3,0
Simpson,2,0
Spencer,1,0
Union,1,0
Unknown,45,0
Warren,8,0
Wayne,1,0
Webster,1,0
Woodford,3,0
Acadia,8,1
Allen,5,0
Ascension,90,1
Assumption,8,0
Avoyelles,10,0
Beauregard,4,0
Bienville,1,1
Bossier,37,0
Caddo,140,2
Calcasieu,22,1
Catahoula,1,1
Claiborne,3,0
De Soto,13,1
East Baton Rouge,124,4
East Feliciana,5,0
Evangeline,4,0
Grant,1,0
Iberia,4,0
Iberville,20,1
Jackson,3,0
Jefferson,548,24
Jefferson Davis,1,0
LaSalle,1,0
Lafayette,44,0
Lafourche,30,2
Lincoln,7,0
Livingston,11,0
Madison,1,0
Morehouse,2,0
Natchitoches,2,0
Orleans,1170,57
Ouachita,25,1
Plaquemines,16,2
Pointe Coupee,1,0
Rapides,26,1
Richland,2,0
St. Bernard,31,1
St. Charles,23,2
St. James,40,3
St. John the Baptist,41,3
St. Landry,10,0
St. Martin,10,3
St. Mary,6,0
St. Tammany,111,2
Tangipahoa,7,0
Terrebonne,23,1
Union,4,0
Unknown,16,1
Vermilion,2,0
Vernon,2,0
Washington,8,1
Webster,9,1
West Baton Rouge,11,1
West Feliciana,1,0
Winn,1,0
Androscoggin,6,0
Cumberland,92,1
Franklin,1,0
Kennebec,6,0
Knox,2,0
Lincoln,5,0
Oxford,8,0
Penobscot,6,0
Sagadahoc,4,0
Unknown,5,0
Waldo,2,0
York,33,0
Anne Arundel,63,1
Baltimore,103,1
Baltimore city,103,0
Calvert,9,0
Caroline,1,0
Carroll,9,0
Cecil,9,0
Charles,17,0
Frederick,15,0
Garrett,3,0
Harford,18,0
Howard,62,0
Kent,2,0
Montgomery,208,1
Prince George's,148,2
Queen Anne's,1,0
Somerset,1,0
St. Mary's,4,0
Talbot,1,0
Washington,5,0
Wicomico,6,0
Worcester,2,0
Barnstable,100,2
Berkshire,105,4
Bristol,129,1
Dukes,1,0
Essex,350,2
Franklin,24,2
Hampden,90,2
Hampshire,20,0
Middlesex,685,6
Nantucket,2,0
Norfolk,393,6
Plymouth,187,0
Suffolk,631,3
Unknown,304,4
Worcester,219,3
Allegan,1,0
Barry,1,0
Bay,4,0
Berrien,18,0
Calhoun,9,0
Cass,1,0
Charlevoix,4,0
Chippewa,1,0
Clare,1,0
Clinton,8,0
Crawford,1,0
Dickinson,1,0
Eaton,8,0
Emmet,3,0
Genesee,91,4
Gladwin,2,0
Gogebic,1,1
Grand Traverse,3,0
Gratiot,1,0
Hillsdale,6,0
Huron,1,0
Ingham,26,1
Ionia,2,0
Iosco,1,0
Isabella,4,0
Jackson,17,0
Kalamazoo,11,0
Kalkaska,4,0
Kent,45,1
Lapeer,4,0
Leelanau,1,0
Lenawee,8,0
Livingston,31,1
Luce,1,0
Macomb,404,14
Manistee,1,0
Marquette,1,0
Mecosta,1,1
Midland,8,0
Missaukee,1,1
Monroe,28,0
Montcalm,3,0
Muskegon,6,2
Newaygo,1,0
Oakland,824,26
Oceana,1,0
Ogemaw,1,0
Otsego,7,0
Ottawa,21,0
Roscommon,1,0
Saginaw,14,0
Sanilac,2,0
Shiawassee,2,0
St. Clair,15,0
Tuscola,2,1
Unknown,23,0
Van Buren,3,0
Washtenaw,150,3
Wayne,1810,37
Wexford,1,0
Anoka,10,0
Beltrami,1,0
Benton,1,0
Big Stone,1,0
Blue Earth,7,0
Carver,8,0
Cass,1,0
Chisago,2,0
Clay,4,0
Dakota,28,0
Dodge,5,0
Faribault,1,0
Fillmore,3,0
Goodhue,2,0
Hennepin,141,1
Jackson,1,0
Kandiyohi,1,0
Lac qui Parle,1,0
Le Sueur,10,0
Lincoln,1,0
Mahnomen,1,0
Martin,18,1
Mower,10,0
Nicollet,3,0
Olmsted,34,0
Ramsey,34,1
Renville,1,0
Rice,2,0
Scott,7,0
Sherburne,3,0
Sibley,1,0
St. Louis,5,0
Stearns,5,0
Steele,5,0
Unknown,1,1
Wabasha,4,0
Waseca,3,0
Washington,22,0
Wilkin,1,0
Winona,4,0
Wright,5,0
Adams,2,0
Attala,8,0
Benton,2,0
Bolivar,9,0
Calhoun,3,0
Chickasaw,9,0
Choctaw,4,0
Clay,2,0
Coahoma,18,0
Copiah,8,0
DeSoto,63,0
Forrest,16,0
Franklin,3,0
George,1,0
Grenada,2,0
Hancock,9,1
Harrison,34,1
Hinds,50,0
Holmes,10,1
Humphreys,1,0
Itawamba,3,0
Jackson,24,0
Jefferson,1,0
Jones,1,0
Kemper,1,0
Lafayette,11,0
Lamar,4,0
Lauderdale,10,0
Lawrence,5,0
Leake,4,0
Lee,15,0
Leflore,13,0
Lincoln,6,0
Lowndes,9,0
Madison,25,0
Marion,1,0
Marshall,9,0
Monroe,3,0
Montgomery,4,0
Neshoba,1,0
Newton,1,0
Noxubee,1,0
Oktibbeha,12,0
Panola,4,0
Pearl River,18,0
Perry,2,0
Pike,12,0
Pontotoc,4,0
Prentiss,1,0
Quitman,3,0
Rankin,29,1
Scott,6,0
Sharkey,1,0
Simpson,1,0
Smith,1,0
Sunflower,5,0
Tallahatchie,2,0
Tate,8,0
Tippah,15,1
Tunica,6,1
Union,3,0
Unknown,6,0
Walthall,4,0
Washington,11,0
Webster,3,1
Wilkinson,9,1
Winston,3,0
Yalobusha,3,0
Yazoo,4,0
Adair,2,0
Atchison,1,0
Barry,1,0
Bates,1,0
Benton,1,0
Bollinger,1,0
Boone,37,1
Buchanan,2,0
Callaway,3,0
Camden,1,0
Cape Girardeau,6,0
Carter,1,0
Cass,8,0
Chariton,1,0
Christian,3,0
Clay,9,0
Clinton,1,0
Cole,10,0
Cooper,1,0
Dunklin,3,0
Franklin,4,0
Greene,31,3
Henry,1,0
Jackson,41,1
Jasper,2,0
Jefferson,15,0
Johnson,8,0
Kansas City,78,0
Lafayette,4,0
Lincoln,2,0
McDonald,1,0
Moniteau,2,0
Montgomery,3,0
Newton,3,0
Pemiscot,1,0
Perry,6,0
Pettis,1,0
Platte,5,0
Pulaski,4,0
Ralls,1,0
Randolph,1,0
Ray,1,0
Scott,1,0
Shelby,1,0
St. Charles,32,1
St. Francois,4,0
St. Louis,247,2
St. Louis city,72,1
Stoddard,1,0
Taney,1,0
Texas,1,0
Unknown,4,0
Wright,1,0
Broadwater,2,0
Cascade,7,0
Flathead,6,0
Gallatin,42,0
Hill,1,0
Jefferson,2,0
Lake,1,0
Lewis and Clark,7,0
Lincoln,3,1
Madison,3,0
Meagher,1,0
Missoula,8,0
Park,1,0
Ravalli,1,0
Roosevelt,1,0
Silver Bow,7,0
Toole,5,0
Yellowstone,23,0
Adams,2,0
Buffalo,4,0
Cass,2,0
Dawson,1,0
Dodge,1,0
Douglas,60,1
Hall,2,1
Hamilton,1,0
Kearney,1,0
Knox,2,0
Lancaster,4,0
Lincoln,3,0
Madison,1,0
Nemaha,1,0
Sarpy,11,0
Saunders,2,0
Washington,5,0
Carson City,4,0
Clark,443,10
Douglas,4,0
Elko,2,0
Lyon,1,0
Nye,1,0
Unknown,91,0
Washoe,75,0
Belknap,9,0
Carroll,8,0
Cheshire,2,0
Grafton,26,0
Hillsborough,43,2
Merrimack,11,0
Rockingham,75,0
Strafford,11,0
Sullivan,2,0
Atlantic,14,0
Bergen,1505,28
Burlington,88,3
Camden,95,1
Cape May,7,0
Cumberland,9,1
Essex,826,18
Gloucester,40,1
Hudson,594,4
Hunterdon,52,0
Mercer,131,0
Middlesex,640,9
Monmouth,634,10
Morris,391,9
Ocean,484,8
Passaic,484,5
Salem,3,0
Somerset,222,7
Sussex,65,0
Union,519,3
Unknown,1984,7
Warren,38,1
Bernalillo,82,0
Chaves,4,0
Cibola,2,0
Curry,1,0
Doña Ana,16,0
Eddy,2,1
Lea,2,0
McKinley,5,0
Rio Arriba,3,0
Roosevelt,1,0
San Juan,17,0
San Miguel,1,0
Sandoval,15,0
Santa Fe,29,0
Socorro,2,0
Taos,8,0
Valencia,1,0
Albany,187,0
Allegany,2,0
Broome,18,3
Cayuga,2,0
Chautauqua,1,0
Chemung,11,0
Chenango,4,0
Clinton,11,0
Columbia,20,0
Cortland,4,0
Delaware,8,0
Dutchess,225,2
Erie,219,6
Essex,4,0
Franklin,2,0
Fulton,1,0
Genesee,6,0
Greene,6,0
Hamilton,2,0
Herkimer,9,0
Jefferson,3,0
Livingston,3,0
Madison,17,0
Monroe,160,4
Montgomery,5,0
Nassau,4657,27
New York City,25399,450
Niagara,23,0
Oneida,13,0
Onondaga,115,0
Ontario,14,0
Orange,910,3
Orleans,3,0
Oswego,4,0
Otsego,5,0
Putnam,111,0
Rensselaer,35,0
Rockland,1457,8
Saratoga,82,0
Schenectady,66,0
Schoharie,3,0
St. Lawrence,3,0
Steuben,12,0
Suffolk,3385,22
Sullivan,64,0
Tioga,2,0
Tompkins,26,0
Ulster,98,0
Warren,8,0
Washington,6,0
Wayne,11,0
Westchester,7187,10
Wyoming,7,0
Alamance,5,0
Beaufort,3,0
Bertie,3,0
Brunswick,11,0
Buncombe,15,0
Burke,2,0
Cabarrus,21,1
Caldwell,3,0
Carteret,5,0
Catawba,7,0
Chatham,11,0
Cherokee,4,0
Cleveland,2,0
Craven,3,0
Cumberland,8,0
Davidson,4,0
Davie,2,0
Duplin,1,0
Durham,83,0
Forsyth,17,0
Franklin,5,0
Gaston,9,0
Granville,3,0
Greene,3,0
Guilford,31,0
Harnett,11,1
Henderson,6,0
Hertford,2,0
Hoke,2,0
Iredell,15,0
Johnston,9,1
Lee,2,0
Lenoir,3,0
Lincoln,1,0
McDowell,3,0
Mecklenburg,218,0
Montgomery,3,0
Moore,2,0
Nash,2,0
New Hanover,13,0
Northampton,3,0
Onslow,4,0
Orange,24,0
Pasquotank,1,0
Person,1,0
Pitt,10,0
Randolph,5,0
Richmond,1,0
Robeson,2,0
Rowan,10,0
Sampson,1,0
Scotland,1,0
Stanly,2,0
Surry,1,0
Transylvania,2,0
Union,27,0
Vance,2,0
Wake,121,0
Watauga,4,0
Wayne,3,0
Wilson,7,0
Burleigh,25,0
Cass,11,1
Dunn,1,0
Foster,1,0
McHenry,1,0
McIntosh,1,0
Morton,11,0
Pierce,2,0
Ramsey,3,0
Stark,7,0
Walsh,1,0
Ward,4,0
Ashland,3,0
Ashtabula,5,0
Athens,1,0
Belmont,6,0
Butler,23,0
Carroll,3,0
Champaign,2,0
Clark,2,0
Clermont,6,0
Clinton,2,0
Columbiana,7,1
Coshocton,4,0
Crawford,1,0
Cuyahoga,330,2
Darke,1,0
Defiance,5,0
Delaware,22,0
Erie,3,1
Fairfield,8,0
Fayette,1,0
Franklin,152,2
Fulton,2,0
Gallia,1,1
Geauga,10,0
Greene,3,0
Hamilton,63,0
Hancock,2,0
Highland,1,0
Huron,3,0
Jefferson,1,0
Knox,2,0
Lake,27,1
Lawrence,1,0
Licking,10,0
Logan,2,0
Lorain,56,0
Lucas,50,2
Madison,4,0
Mahoning,68,2
Marion,5,0
Medina,32,0
Mercer,2,0
Miami,32,4
Montgomery,19,0
Muskingum,2,0
Pickaway,2,0
Portage,13,0
Richland,4,0
Sandusky,1,0
Seneca,2,0
Shelby,1,0
Stark,22,2
Summit,65,3
Trumbull,17,1
Tuscarawas,3,0
Union,3,0
Warren,11,0
Washington,2,0
Wayne,3,0
Wood,9,0
Wyandot,1,0
Adair,3,0
Bryan,1,0
Caddo,1,0
Canadian,11,0
Carter,1,0
Cherokee,1,0
Choctaw,1,0
Cleveland,39,3
Comanche,6,0
Craig,1,0
Creek,14,1
Custer,3,0
Delaware,2,0
Garvin,2,0
Grady,2,0
Jackson,1,0
Kay,17,0
Latimer,1,0
Lincoln,3,0
Logan,3,0
Mayes,2,0
McClain,2,0
Muskogee,5,0
Noble,3,0
Oklahoma,94,2
Okmulgee,2,0
Osage,5,0
Ottawa,1,0
Pawnee,14,1
Payne,7,0
Pittsburg,2,0
Pontotoc,2,0
Pottawatomie,2,0
Sequoyah,1,0
Stephens,1,0
Tulsa,49,1
Wagoner,8,0
Washington,9,0
Benton,6,0
Clackamas,31,2
Clatsop,2,0
Columbia,1,0
Deschutes,18,0
Douglas,4,0
Grant,1,0
Hood River,1,0
Jackson,6,0
Josephine,4,0
Klamath,2,0
Lane,9,1
Lincoln,1,0
Linn,28,1
Marion,83,3
Morrow,1,0
Multnomah,67,2
Polk,10,0
Tillamook,1,0
Umatilla,3,0
Union,1,0
Wasco,2,0
Washington,122,3
Yamhill,11,0
Adams,8,0
Allegheny,158,2
Armstrong,1,0
Beaver,14,0
Berks,65,0
Blair,1,0
Bradford,2,0
Bucks,124,0
Butler,26,1
Cambria,1,0
Carbon,2,0
Centre,11,0
Chester,107,0
Clearfield,2,0
Columbia,3,0
Crawford,1,0
Cumberland,16,0
Dauphin,18,0
Delaware,185,3
Erie,7,0
Fayette,9,0
Franklin,5,0
Greene,4,0
Indiana,2,0
Juniata,1,0
Lackawanna,35,2
Lancaster,33,0
Lawrence,4,0
Lebanon,12,0
Lehigh,93,2
Luzerne,55,2
Lycoming,2,0
Mercer,4,0
Monroe,98,2
Montgomery,374,4
Montour,4,0
Northampton,79,3
Northumberland,1,0
Philadelphia,530,2
Pike,23,0
Potter,1,0
Schuylkill,13,0
Somerset,2,0
Susquehanna,1,0
Union,1,0
Warren,1,0
Washington,14,0
Wayne,6,0
Westmoreland,30,0
York,29,0
Unknown,79,3
Bristol,5,0
Kent,7,0
Newport,8,0
Providence,42,0
Unknown,132,0
Washington,9,0
Abbeville,4,0
Aiken,6,0
Anderson,21,0
Beaufort,35,0
Berkeley,10,0
Calhoun,1,0
Charleston,92,1
Chester,1,0
Chesterfield,4,0
Clarendon,6,1
Colleton,2,0
Darlington,8,0
Dillon,1,0
Dorchester,9,0
Edgefield,1,0
Fairfield,4,0
Florence,11,3
Georgetown,3,0
Greenville,51,1
Greenwood,2,0
Horry,24,1
Jasper,3,0
Kershaw,70,2
Lancaster,8,0
Lee,2,0
Lexington,25,1
Marion,1,0
Marlboro,1,0
Newberry,1,0
Oconee,3,0
Orangeburg,12,0
Pickens,7,0
Richland,65,1
Saluda,1,0
Spartanburg,16,0
Sumter,10,2
Union,1,0
Williamsburg,1,0
York,19,0
Aurora,1,0
Beadle,16,0
Bon Homme,1,0
Brookings,1,0
Brown,2,0
Charles Mix,1,0
Codington,1,0
Davison,2,1
Faulk,1,0
Hughes,1,0
Lawrence,2,0
Lincoln,2,0
Lyman,1,0
McCook,2,0
Meade,1,0
Minnehaha,18,0
Pennington,3,0
Todd,1,0
Union,1,0
Anderson,4,0
Bedford,1,0
Benton,2,0
Blount,6,0
Bradley,6,0
Campbell,4,0
Cannon,2,0
Carroll,4,0
Cheatham,7,0
Chester,2,0
Claiborne,2,0
Cocke,1,0
Cumberland,6,0
Davidson,312,2
DeKalb,3,0
Dickson,9,0
Dyer,3,0
Fayette,3,0
Franklin,3,0
Gibson,2,0
Greene,8,0
Grundy,1,0
Hamblen,2,0
Hamilton,30,0
Hardin,1,0
Hawkins,2,0
Houston,2,0
Jefferson,5,0
Knox,31,0
Lewis,2,0
Lincoln,1,0
Loudon,6,0
Macon,1,0
Madison,3,0
Marion,2,0
Maury,7,0
McMinn,3,0
Meigs,1,0
Monroe,3,0
Montgomery,9,0
Overton,1,0
Perry,2,0
Putnam,13,0
Roane,1,0
Robertson,22,0
Rutherford,39,0
Scott,2,0
Sevier,6,0
Shelby,223,0
Smith,1,0
Sullivan,6,0
Sumner,58,0
Tipton,10,0
Unicoi,1,0
Unknown,172,4
Washington,10,0
White,1,0
Williamson,91,0
Wilson,20,0
Angelina,2,0
Atascosa,2,0
Austin,1,0
Bastrop,2,0
Bell,25,1
Bexar,113,5
Blanco,1,0
Bowie,2,0
Brazoria,39,0
Brazos,31,0
Brown,3,0
Burnet,1,0
Calhoun,2,0
Cameron,13,0
Cass,1,0
Castro,7,0
Chambers,2,0
Cherokee,1,0
Collin,118,1
Comal,9,1
Cooke,1,0
Coryell,1,0
Crane,1,0
Dallas,367,7
DeWitt,3,0
Deaf Smith,2,0
Denton,137,1
Eastland,2,0
El Paso,30,0
Ellis,13,0
Erath,1,0
Falls,1,0
Fannin,1,0
Fayette,1,0
Fort Bend,101,1
Gaines,1,0
Galveston,49,0
Grayson,2,0
Gregg,4,0
Grimes,2,0
Guadalupe,8,0
Hale,1,0
Hardin,4,0
Harris,229,2
Harrison,1,0
Hays,13,0
Hidalgo,18,0
Hockley,5,0
Hood,2,0
Hopkins,1,0
Hunt,1,0
Jackson,1,0
Jefferson,8,0
Johnson,6,0
Karnes,1,0
Kaufman,2,0
Kendall,4,0
Lamar,1,0
Lavaca,1,0
Liberty,2,0
Limestone,1,0
Llano,2,0
Lubbock,31,0
Martin,1,0
Matagorda,9,1
Maverick,1,0
McLennan,33,0
Medina,3,0
Midland,6,1
Milam,2,0
Montague,1,0
Montgomery,46,0
Morris,1,0
Nacogdoches,1,0
Navarro,1,0
Nueces,18,0
Oldham,1,1
Orange,1,0
Parker,2,0
Potter,2,0
Randall,3,0
Robertson,1,0
Rockwall,3,0
Rusk,2,0
San Patricio,1,0
Shelby,1,0
Smith,27,1
Starr,2,0
Tarrant,114,1
Taylor,1,0
Terry,1,0
Tom Green,2,0
Travis,160,1
Upshur,1,0
Uvalde,1,0
Val Verde,2,0
Van Zandt,1,0
Victoria,3,0
Walker,2,0
Webb,22,0
Wharton,3,0
Wichita,15,0
Willacy,1,0
Williamson,34,0
Wilson,1,0
Yoakum,1,0
Young,1,0
Box Elder,2,0
Cache,5,0
Davis,50,1
Iron,2,0
Morgan,2,0
Salt Lake,212,0
Summit,110,0
Tooele,5,0
Uintah,1,0
Unknown,17,0
Utah,27,0
Wasatch,29,0
Washington,6,0
Weber,12,0
Addison,13,0
Bennington,13,0
Caledonia,2,0
Chittenden,90,6
Franklin,6,0
Lamoille,6,0
Orange,3,0
Orleans,4,0
Rutland,5,0
Unknown,23,3
Washington,9,0
Windham,9,0
Windsor,18,1
Unknown,19,0
Accomack,2,0
Albemarle,8,0
Alexandria city,18,0
Amelia,1,0
Amherst,1,0
Arlington,63,0
Bedford,2,0
Botetourt,1,0
Bristol city,1,0
Charles City,1,0
Charlottesville city,11,0
Chesapeake city,5,0
Chesterfield,12,0
Culpeper,2,0
Danville city,4,0
Fairfax,124,1
Fairfax city,1,0
Fauquier,4,0
Fluvanna,3,0
Franklin,1,0
Frederick,4,0
Fredericksburg city,1,0
Galax city,1,0
Gloucester,3,0
Goochland,3,0
Greene,1,0
Halifax,1,0
Hampton city,5,0
Hanover,2,0
Harrisonburg city,5,0
Henrico,28,3
Isle of Wight,2,0
James City,55,3
King George,1,0
Lee,2,0
Loudoun,43,0
Louisa,5,0
Lynchburg city,2,0
Madison,2,0
Manassas city,3,0
Mathews,1,0
Mecklenburg,4,0
Nelson,1,0
Newport News city,12,1
Norfolk city,8,0
Northampton,1,0
Nottoway,1,0
Orange,1,0
Pittsylvania,1,0
Poquoson city,1,0
Portsmouth city,3,0
Prince Edward,2,0
Prince George,2,0
Prince William,44,0
Radford city,1,0
Richmond city,17,0
Roanoke,1,0
Roanoke city,1,0
Rockbridge,1,0
Rockingham,4,0
Shenandoah,3,0
Southampton,1,0
Spotsylvania,3,0
Stafford,11,0
Suffolk city,1,0
Virginia Beach city,29,0
Warren,2,0
Washington,1,0
Williamsburg city,5,1
York,9,0
Adams,5,0
Benton,42,5
Chelan,14,2
Clallam,5,0
Clark,76,6
Columbia,1,0
Cowlitz,7,0
Douglas,5,0
Ferry,1,0
Franklin,12,0
Grant,42,1
Grays Harbor,1,0
Island,79,1
Jefferson,11,0
King,1830,127
Kitsap,42,1
Kittitas,8,0
Klickitat,7,0
Lewis,7,0
Lincoln,1,0
Mason,2,0
Okanogan,2,0
Pierce,231,5
San Juan,3,0
Skagit,91,1
Skamania,1,0
Snohomish,913,23
Spokane,86,1
Stevens,3,0
Thurston,27,0
Walla Walla,3,0
Whatcom,92,4
Whitman,5,0
Yakima,72,2
Berkeley,9,0
Greenbrier,1,0
Hancock,1,0
Harrison,4,0
Jackson,6,0
Jefferson,4,0
Kanawha,17,0
Logan,1,0
Marion,3,0
Marshall,3,0
Mason,3,0
Mercer,2,0
Monongalia,23,0
Ohio,6,0
Pleasants,1,0
Preston,1,0
Putnam,3,0
Raleigh,3,0
Tucker,2,0
Upshur,1,0
Wood,2,0
Bayfield,2,0
Brown,5,0
Calumet,1,0
Chippewa,3,0
Clark,3,0
Columbia,7,0
Dane,158,1
Dodge,6,0
Douglas,5,0
Dunn,2,0
Eau Claire,8,0
Fond du Lac,19,1
Grant,1,0
Green,3,0
Iowa,3,0
Iron,1,1
Jefferson,6,0
Juneau,2,0
Kenosha,24,0
La Crosse,15,0
Marathon,1,0
Marinette,1,0
Milwaukee,468,9
Monroe,1,0
Outagamie,4,0
Ozaukee,30,3
Pierce,4,0
Portage,1,0
Racine,9,0
Richland,2,0
Rock,12,0
Sauk,8,1
Sheboygan,7,0
St. Croix,4,0
Vilas,2,0
